code;bahnhof_haltestelle;bezugsjahr;kanton;eigner;dtv;dwv;dnwv;bemerkungen;remarques;note;remarks;geopos;lod
UET;Uetikon;2018;ZH;SBB;4600;5500;2500.0;;;;;47.2590294057, 8.678774746;http://lod.opentransportdata.swiss/didok/8503105
URD;Urdorf;2018;ZH;SBB;2300;2800;1200.0;;;;;47.3908815923, 8.43471362358;http://lod.opentransportdata.swiss/didok/8502220
UTW;Uttwil;2018;TG;SBB;410;440;340.0;;;;;47.5860214293, 9.33968840224;http://lod.opentransportdata.swiss/didok/8506122
UVAZ;Untervaz;2018;GR;RhB;740;860;480.0;;;;;46.9189860612, 9.55917364837;http://lod.opentransportdata.swiss/didok/8509053
VD;Vauderens;2018;FR;CFF;50;50;50.0;;;;;46.6214485609, 6.85003132174;http://lod.opentransportdata.swiss/didok/8504021
VI;Visp;2018;VS;SBB;20600;20000;21900.0;;;;;46.2940248591, 7.88145816487;http://lod.opentransportdata.swiss/didok/8501605
VIL;Villeneuve;2018;VD;CFF;2100;2400;1300.0;;;;;46.3983659275, 6.92699984758;http://lod.opentransportdata.swiss/didok/8501303
WAL;Walenstadt;2018;SG;SBB;1500;1600;1200.0;;;;;47.1198710093, 9.31297181278;http://lod.opentransportdata.swiss/didok/8509414
WAU;Wauwil;2018;LU;SBB;940;1100;590.0;;;;;47.1838514118, 8.0190083583;http://lod.opentransportdata.swiss/didok/8502006
WCHW;Walchwil;2018;ZG;SBB;530;630;300.0;;;;;47.0986827694, 8.51692521124;http://lod.opentransportdata.swiss/didok/8502205
WGR;Winterthur Grüze;2018;ZH;SBB;2000;2400;1100.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4987506397, 8.75103748096;http://lod.opentransportdata.swiss/didok/8506001
WIN;Winkel am Zürichsee;2018;ZH;SBB;1300;1500;800.0;;;;;47.29720073, 8.59897547971;http://lod.opentransportdata.swiss/didok/8503111
WL;Wald;2018;ZH;SBB;750;830;580.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.2726849167, 8.91398907071;http://lod.opentransportdata.swiss/didok/8503138
WS;Wallisellen;2018;ZH;SBB;13600;17100;6100.0;;;;;47.4127169827, 8.59191127027;http://lod.opentransportdata.swiss/didok/8503129
WUER;Würenlos;2018;AG;SBB;1000;1200;590.0;;;;;47.4457585301, 8.35764331882;http://lod.opentransportdata.swiss/didok/8503529
WY;Wynigen;2018;BE;SBB;860;990;580.0;;;;;47.1051648822, 7.66349632611;http://lod.opentransportdata.swiss/didok/8508006
JE;Jestetten;2018;XDE;SBB;1100;1200;660.0;;;;;47.6544006039, 8.57327389271;http://lod.opentransportdata.swiss/didok/8503421
ZAF;Zürich Affoltern;2018;ZH;SBB;3800;4300;2800.0;;;;;47.4209123371, 8.5085656936;http://lod.opentransportdata.swiss/didok/8503008
ZB;Ziegelbrücke;2018;SG;SBB;9400;10100;8000.0;;;;;47.1361516592, 9.06003718984;http://lod.opentransportdata.swiss/didok/8503225
ZK;Zollikon;2018;ZH;SBB;1200;1400;800.0;;;;;47.3373317337, 8.569717612;http://lod.opentransportdata.swiss/didok/8503100
ZSEB;Zürich Seebach;2018;ZH;SBB;1300;1500;1000.0;;;;;47.4187469105, 8.54463614173;http://lod.opentransportdata.swiss/didok/8503007
ZWIP;Zürich Wipkingen;2018;ZH;SBB;2400;2700;1700.0;;;;;47.3930313233, 8.52935905447;http://lod.opentransportdata.swiss/didok/8503015
ALGR;Alp Grüm;2018;GR;RhB;410;440;340.0;;;;;46.3747494347, 10.0311496713;http://lod.opentransportdata.swiss/didok/8509357
AN;Andelfingen;2018;ZH;SBB;2300;2700;1500.0;;;;;47.5937589886, 8.67797953564;http://lod.opentransportdata.swiss/didok/8506047
AP;Ambrì-Piotta;2018;TI;FFS;120;130;110.0;;;;;46.510616719, 8.69015147937;http://lod.opentransportdata.swiss/didok/8505202
ARB;Arbon;2018;TG;SBB;1700;1900;1300.0;;;;;47.5105854479, 9.43333858591;http://lod.opentransportdata.swiss/didok/8506308
ARD;Ardon;2018;VS;CFF;530;660;250.0;;;;;46.2085842921, 7.27094418819;http://lod.opentransportdata.swiss/didok/8501505
AUV;Auvernier;2018;NE;CFF;450;500;330.0;;;;;46.9796312118, 6.87770603996;http://lod.opentransportdata.swiss/didok/8504219
BAAL;Baar Lindenpark;2018;ZG;SBB;1400;1700;560.0;;;;;47.1831330124, 8.5170440227;http://lod.opentransportdata.swiss/didok/8515993
BAAN;Baar Neufeld;2018;ZG;SBB;860;1200;150.0;;;;;47.1884876743, 8.51775897551;http://lod.opentransportdata.swiss/didok/8515992
BAV;Bavois;2018;VD;CFF;180;220;110.0;;;;;46.6876714456, 6.55933195932;http://lod.opentransportdata.swiss/didok/8501113
BAZ;Bazenheid;2018;SG;SBB;1000;1200;630.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4101281088, 9.06904195327;http://lod.opentransportdata.swiss/didok/8506205
BDF;Burgdorf;2018;BE;SBB;16300;18700;10900.0;;;;;47.0606957305, 7.62168894507;http://lod.opentransportdata.swiss/didok/8508005
BEL;Bellinzona;2018;TI;FFS;16000;16900;14000.0;;;;;46.195436816, 9.02950898687;http://lod.opentransportdata.swiss/didok/8505213
BELL;Bellach;2018;SO;SBB;650;770;380.0;;;;;47.2089019374, 7.50785978776;http://lod.opentransportdata.swiss/didok/8500205
BER;Berlingen;2018;TG;SBB;260;270;240.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.6732101292, 9.02200129854;http://lod.opentransportdata.swiss/didok/8506135
BESU;Bernina Suot;2018;GR;RhB;50;50;50.0;;;;;46.4448453714, 9.96940020453;http://lod.opentransportdata.swiss/didok/8509354
BET;Bettlach;2018;SO;SBB;640;800;310.0;;;;;47.1949438967, 7.42836206864;http://lod.opentransportdata.swiss/didok/8500203
BI;Biel/Bienne;2018;BE;SBB;47600;53700;33900.0;Ohne ASM.;Sans ASM.;Senza ASM.;Without ASM.;47.1328920532, 7.24290845288;http://lod.opentransportdata.swiss/didok/8504300
BIA;Biasca;2018;TI;FFS;1600;1900;1000.0;;;;;46.351982918, 8.97416705214;http://lod.opentransportdata.swiss/didok/8505209
BIB;Biberbrugg;2018;SZ;SOB;2600;2800;2200.0;;;;;47.1563731698, 8.72269985597;http://lod.opentransportdata.swiss/didok/8503284
BIM;Biel Mett;2018;BE;SBB;580;700;310.0;;;;;47.1447131206, 7.27247559035;http://lod.opentransportdata.swiss/didok/8504419
BIR;Birmensdorf ZH;2018;ZH;SBB;4400;5000;2900.0;;;;;47.3574317945, 8.4375437434;http://lod.opentransportdata.swiss/didok/8502221
BNK;Benken;2018;SG;SBB;300;340;200.0;;;;;47.2044563538, 9.00863107374;http://lod.opentransportdata.swiss/didok/8503118
BRAG;Bad Ragaz;2018;SG;SBB;2700;3000;2100.0;;;;;47.0103066077, 9.50521579767;http://lod.opentransportdata.swiss/didok/8509004
BRIO;Brusio;2018;GR;RhB;50;60;50.0;;;;;46.259306082, 10.1252798453;http://lod.opentransportdata.swiss/didok/8509366
BRO;Bronschhofen;2018;SG;THURBO;150;200;50.0;;;;;47.4754416433, 9.03466211603;http://lod.opentransportdata.swiss/didok/8506181
BRT;Bretonnières;2018;VD;CFF;70;80;50.0;;;;;46.7150454119, 6.47473141459;http://lod.opentransportdata.swiss/didok/8501105
BRU;Brunnen;2018;SZ;SBB;2800;3000;2300.0;;;;;46.9991749288, 8.61004816648;http://lod.opentransportdata.swiss/didok/8505007
BRZW;Brienz West;2018;BE;ZB;90;90;80.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;46.7573112501, 8.02036390102;http://lod.opentransportdata.swiss/didok/8508329
BW;Beinwil am See;2018;AG;SBB;940;1000;760.0;;;;;47.2672189808, 8.20221962657;http://lod.opentransportdata.swiss/didok/8502034
BZS;Bischofszell Stadt;2018;TG;SBB;920;1100;600.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4921416385, 9.24146504156;http://lod.opentransportdata.swiss/didok/8506213
CADE;Cadera;2018;GR;RhB;50;50;50.0;;;;;46.3452664646, 10.0513817073;http://lod.opentransportdata.swiss/didok/8509359
CAMP;Campocologno;2018;GR;RhB;50;50;50.0;;;;;46.2332168241, 10.1420725803;http://lod.opentransportdata.swiss/didok/8509368
CAP;Capolago-Riva S. Vitale;2018;TI;FFS;870;1000;520.0;Ohne MG.;Sans MG.;Senza MG.;Without MG.;45.9028465135, 8.97889335734;http://lod.opentransportdata.swiss/didok/8505304
CAZI;Cazis;2018;GR;RhB;260;310;150.0;;;;;46.719873692, 9.43294564982;http://lod.opentransportdata.swiss/didok/8509188
CCH;Courchavon;2018;JU;CFF;60;70;50.0;;;;;47.4397614989, 7.05763565777;http://lod.opentransportdata.swiss/didok/8500141
CD;Cadenazzo;2018;TI;FFS;1600;1800;1100.0;;;;;46.1526250436, 8.94168850732;http://lod.opentransportdata.swiss/didok/8505404
CF;La Chaux-de-Fonds;2018;NE;CFF;8400;9800;5400.0;"Ohne CJ und TRN; Ein- und Aussteigende von und aus dem Ausland sind nur zum Teil erfasst.";"Sans CJ et TRN; les personnes montant et descendant des trains de et vers l’étranger ne sont que partiellement recensées.";"Senza CJ e TRN; sono considerati solo in parte i passeggeri dall’estero che salgono e scendono dai treni.";"Without CJ and TRN; passengers boarding and alighting from abroad are only partially recorded.";47.0986436492, 6.82601877705;http://lod.opentransportdata.swiss/didok/8504314
CHAA;Cham Alpenblick;2018;ZG;SBB;1600;1800;970.0;;;;;47.1822828869, 8.47144117681;http://lod.opentransportdata.swiss/didok/8515995
CHAR;Charrat-Fully;2018;VS;CFF;480;590;230.0;;;;;46.1268026313, 7.12647773348;http://lod.opentransportdata.swiss/didok/8501501
CHY;Chambésy;2018;GE;CFF;560;670;320.0;;;;;46.2423769792, 6.14733924476;http://lod.opentransportdata.swiss/didok/8501020
COP;Coppet;2018;VD;CFF;6400;7900;3000.0;;;;;46.3173801033, 6.18783276927;http://lod.opentransportdata.swiss/didok/8501023
DAG;Dagmersellen;2018;LU;SBB;980;1200;590.0;;;;;47.2175519872, 7.97901545049;http://lod.opentransportdata.swiss/didok/8502004
DIH;Dinhard;2018;ZH;SBB;220;220;220.0;;;;;47.5533468989, 8.75295793686;http://lod.opentransportdata.swiss/didok/8506021
DK;Däniken;2018;SO;SBB;800;1000;350.0;;;;;47.356386391, 7.97875336334;http://lod.opentransportdata.swiss/didok/8502111
DOE;Döttingen;2018;AG;SBB;2300;2700;1400.0;;;;;47.5752638935, 8.25634387912;http://lod.opentransportdata.swiss/didok/8503501
DOP;Dompierre;2018;FR;CFF;80;90;60.0;;;;;46.8543983208, 6.98535899591;http://lod.opentransportdata.swiss/didok/8504124
EG;Egerkingen;2018;SO;SBB;1300;1500;840.0;;;;;47.3148575546, 7.79894973749;http://lod.opentransportdata.swiss/didok/8500214
EI;Eiken;2018;AG;SBB;430;510;230.0;;;;;47.5330359504, 7.98977700634;http://lod.opentransportdata.swiss/didok/8500304
ERM;Ermatingen;2018;TG;SBB;690;750;550.0;;;;;47.6699950278, 9.08565476022;http://lod.opentransportdata.swiss/didok/8506133
ESEE;Ermensee;2018;LU;SBB;120;140;90.0;;;;;47.2296890898, 8.24230319429;http://lod.opentransportdata.swiss/didok/8502019
EYHO;Eyholz;2018;VS;MGB;130;140;100.0;;;;;46.29678, 7.916301035;http://lod.opentransportdata.swiss/didok/8501636
FBG;Felsberg;2018;GR;RhB;240;270;170.0;;;;;46.8430982769, 9.48126080896;http://lod.opentransportdata.swiss/didok/8509180
FET;Fehraltorf;2018;ZH;SBB;3100;3700;1700.0;;;;;47.3851215525, 8.75026509676;http://lod.opentransportdata.swiss/didok/8503302
FI;Fischenthal;2018;ZH;SBB;130;150;110.0;"Angabe 2016; Angabe 2018 steht nicht zur Verfügung.";"Chiffre 2016; chiffre non disponible pour l’année 2018.";"Dato del 2016; il dato del 2018 non è disponibile.";"Value for 2016; value for 2018 not available.";47.333298028, 8.92327465614;http://lod.opentransportdata.swiss/didok/8503136
FILI;Filisur;2018;GR;RhB;1300;1300;1200.0;;;;;46.675328836, 9.68229070053;http://lod.opentransportdata.swiss/didok/8509195
FL;Flüelen;2018;UR;SBB;1800;1800;1900.0;;;;;46.9017256462, 8.62429304308;http://lod.opentransportdata.swiss/didok/8505112
FRE;Frenkendorf-Füllinsdorf;2018;BL;SBB;3700;4300;2400.0;;;;;47.501457047, 7.71909156777;http://lod.opentransportdata.swiss/didok/8500022
GKD;Gelterkinden;2018;BL;SBB;4900;5600;3300.0;;;;;47.4658812396, 7.84765271265;http://lod.opentransportdata.swiss/didok/8500027
GL;Glarus;2018;GL;SBB;2500;2900;1700.0;;;;;47.0399200317, 9.0715516467;http://lod.opentransportdata.swiss/didok/8503230
GLB;Glattbrugg;2018;ZH;SBB;6300;7700;3000.0;;;;;47.4308254769, 8.55883224276;http://lod.opentransportdata.swiss/didok/8503310
GLUR;Gluringen;2018;VS;MGB;80;80;80.0;;;;;46.4627813896, 8.23390794259;http://lod.opentransportdata.swiss/didok/8501667
GLZB;Glanzenberg;2018;ZH;SBB;3500;4200;2200.0;;;;;47.3988744293, 8.4204230971;http://lod.opentransportdata.swiss/didok/8503512
GOR;Gorgier-St-Aubin;2018;NE;CFF;590;690;380.0;;;;;46.8990652006, 6.78102543256;http://lod.opentransportdata.swiss/didok/8504205
GREN;Grengiols;2018;VS;MGB;150;150;140.0;;;;;46.3752129734, 8.09168359668;http://lod.opentransportdata.swiss/didok/8501674
GRF;Grüenfeld;2018;ZH;SOB;210;240;140.0;;;;;47.1982881429, 8.68727820247;http://lod.opentransportdata.swiss/didok/8503293
GRV;Grandvaux;2018;VD;CFF;530;650;270.0;;;;;46.4969419201, 6.72264722367;http://lod.opentransportdata.swiss/didok/8504011
GZ;Galmiz;2018;FR;SBB;140;150;100.0;;;;;46.9508680462, 7.15319870378;http://lod.opentransportdata.swiss/didok/8504129
HAE;Hägendorf;2018;SO;SBB;1500;1800;780.0;;;;;47.3302605109, 7.84380971731;http://lod.opentransportdata.swiss/didok/8500215
HGO;Horgen Oberdorf;2018;ZH;SBB;2300;2800;1100.0;;;;;47.2587470381, 8.58980260632;http://lod.opentransportdata.swiss/didok/8502208
HI;Hinwil;2018;ZH;SBB;2600;2900;1800.0;;;;;47.3000509, 8.83969785564;http://lod.opentransportdata.swiss/didok/8503130
HOS;Hospental;2018;UR;MGB;110;80;180.0;;;;;46.6210845626, 8.57096187439;http://lod.opentransportdata.swiss/didok/8505164
HPT;Hauptwil;2018;TG;SBB;210;250;140.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4768608536, 9.25157587262;http://lod.opentransportdata.swiss/didok/8506212
HU;Hunzenschwil;2018;AG;SBB;550;650;310.0;;;;;47.3882836417, 8.12567843923;http://lod.opentransportdata.swiss/didok/8502104
ILZ;Ilanz;2018;GR;RhB;1900;2000;1500.0;;;;;46.7753580075, 9.20743786951;http://lod.opentransportdata.swiss/didok/8509171
IT;Itingen;2018;BL;SBB;990;1200;610.0;;;;;47.4672660009, 7.78720690694;http://lod.opentransportdata.swiss/didok/8500025
KAAG;Kaiserstuhl AG;2018;AG;SBB;240;260;180.0;;;;;47.5664464571, 8.41914841526;http://lod.opentransportdata.swiss/didok/8503413
KAU;Kaiseraugst;2018;AG;SBB;2600;3100;1500.0;;;;;47.5384906334, 7.72412101576;http://lod.opentransportdata.swiss/didok/8500300
KB;Koblenz;2018;AG;SBB;2800;3300;1800.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.6003354815, 8.22702315842;http://lod.opentransportdata.swiss/didok/8500329
KGO;Küsnacht Goldbach;2018;ZH;SBB;1700;2100;840.0;;;;;47.3268539021, 8.57595174932;http://lod.opentransportdata.swiss/didok/8503141
KHF;Kehlhof;2018;TG;THURBO;130;140;90.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5721849532, 9.16976823984;http://lod.opentransportdata.swiss/didok/8506193
KN;Kempten;2018;ZH;SBB;1800;2100;1000.0;;;;;47.3320368667, 8.80470571863;http://lod.opentransportdata.swiss/didok/8503300
KOL;Kollbrunn;2018;ZH;SBB;1200;1400;770.0;;;;;47.4583242963, 8.77399383924;http://lod.opentransportdata.swiss/didok/8506004
KZ;Kerzers;2018;FR;SBB;4200;4600;3400.0;;;;;46.9750673748, 7.19279802852;http://lod.opentransportdata.swiss/didok/8504400
LAPU;La Punt-Chamues-ch;2018;GR;RhB;150;150;140.0;;;;;46.5786698549, 9.92333691693;http://lod.opentransportdata.swiss/didok/8509256
LHE;La Heutte;2018;BE;CFF;170;200;120.0;;;;;47.1894830754, 7.22538868069;http://lod.opentransportdata.swiss/didok/8504303
LINB;Linthal Braunwaldbahn;2018;GL;SBB;340;270;510.0;Ohne Bahnbusse.;Sans bus de ligne.;Senza autobus della ferrovia.;Without rail buses.;46.928393834, 9.00248305864;http://lod.opentransportdata.swiss/didok/8503240
LITZ;Litzirüti;2018;GR;RhB;230;190;330.0;;;;;46.797951013, 9.70326831526;http://lod.opentransportdata.swiss/didok/8509156
LU;Luchsingen-Hätzingen;2018;GL;SBB;370;400;290.0;Ohne Bahnbusse.;Sans bus de ligne.;Senza autobus della ferrovia.;Without rail buses.;46.9650649888, 9.0390086553;http://lod.opentransportdata.swiss/didok/8503236
LUCA;Lüen-Castiel;2018;GR;RhB;50;50;50.0;;;;;46.8317078244, 9.61333567222;http://lod.opentransportdata.swiss/didok/8509152
LUPF;Lupfig;2018;AG;SBB;340;430;140.0;;;;;47.4451758366, 8.21496733295;http://lod.opentransportdata.swiss/didok/8502237
LY;Lyss;2018;BE;SBB;11000;13000;6600.0;;;;;47.0763151407, 7.30629081519;http://lod.opentransportdata.swiss/didok/8504414
LZ;Luzern;2018;LU;SBB;90800;97900;75300.0;;;;;47.0501697679, 8.31017092011;http://lod.opentransportdata.swiss/didok/8505000
MAS;Massongex;2018;VS;CFF;280;340;150.0;;;;;46.2411990719, 6.98565622637;http://lod.opentransportdata.swiss/didok/8501420
MEN;Mendrisio;2018;TI;FFS;6700;8000;3800.0;;;;;45.8691205007, 8.97860209025;http://lod.opentransportdata.swiss/didok/8505305
MEZ;Mezzovico;2018;TI;FFS;490;640;180.0;;;;;46.0942810833, 8.92858485104;http://lod.opentransportdata.swiss/didok/8505217
MG;Murg;2018;SG;SBB;290;280;290.0;;;;;47.1131764998, 9.21502492933;http://lod.opentransportdata.swiss/didok/8509417
MH;Mühlehorn;2018;GL;SBB;180;180;170.0;;;;;47.1178401962, 9.17300255739;http://lod.opentransportdata.swiss/didok/8509418
MIT;Mitlödi;2018;GL;SBB;290;330;200.0;;;;;47.0101282312, 9.08119403324;http://lod.opentransportdata.swiss/didok/8503232
MOLS;Mols;2018;SG;SBB;90;90;80.0;;;;;47.1129874927, 9.27680343664;http://lod.opentransportdata.swiss/didok/8509415
MOSM;Mendrisio S. Martino;2018;TI;FFS;620;640;590.0;;;;;45.8776518954, 8.98302829339;http://lod.opentransportdata.swiss/didok/8518475
MOTA;Morteratsch;2018;GR;RhB;440;460;400.0;;;;;46.4507174596, 9.94041489921;http://lod.opentransportdata.swiss/didok/8509353
MOTU;Mumpé Tujetsch;2018;GR;MGB;50;50;50.0;;;;;46.6819620256, 8.82444232075;http://lod.opentransportdata.swiss/didok/8505178
MR;Meiringen;2018;BE;ZB;2000;2000;1900.0;;;;;46.7273296622, 8.18423402153;http://lod.opentransportdata.swiss/didok/8508308
MTM;Mettmenstetten;2018;ZH;SBB;1800;2100;1100.0;;;;;47.244071939, 8.45736538581;http://lod.opentransportdata.swiss/didok/8502225
MUO;Muolen;2018;SG;SOB;590;720;300.0;;;;;47.5176199644, 9.33708157978;http://lod.opentransportdata.swiss/didok/8506396
NAEF;Näfels-Mollis;2018;GL;SBB;1400;1600;1000.0;;;;;47.0987196928, 9.0699449253;http://lod.opentransportdata.swiss/didok/8503227
NEB;Nebikon;2018;LU;SBB;1400;1600;900.0;;;;;47.192373647, 7.97744173598;http://lod.opentransportdata.swiss/didok/8502005
NG;Niederglatt;2018;ZH;SBB;1300;1500;790.0;;;;;47.4874689477, 8.50329612568;http://lod.opentransportdata.swiss/didok/8503313
NHOF;Neuenhof;2018;AG;SBB;1400;1600;1000.0;;;;;47.4506605026, 8.33123368601;http://lod.opentransportdata.swiss/didok/8503511
NOI;Noiraigue;2018;NE;CFF;340;310;410.0;;;;;46.9549132858, 6.72179933612;http://lod.opentransportdata.swiss/didok/8504216
NOU;Nieder- und Oberurnen;2018;GL;SBB;370;430;250.0;;;;;47.122362606, 9.0623744371;http://lod.opentransportdata.swiss/didok/8503226
NR;Niederried;2018;BE;ZB;100;100;110.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;46.7164243262, 7.92866950781;http://lod.opentransportdata.swiss/didok/8508302
OBW;Oberwald;2018;VS;MGB;620;600;670.0;;;;;46.5308495637, 8.34294024356;http://lod.opentransportdata.swiss/didok/8501661
OFR;Otelfingen Golfpark;2018;ZH;SBB;600;750;270.0;;;;;47.455812722, 8.40209787525;http://lod.opentransportdata.swiss/didok/8503525
OGL;Oberglatt;2018;ZH;SBB;6500;7600;4100.0;;;;;47.4702034518, 8.51060488949;http://lod.opentransportdata.swiss/didok/8503312
PALV;Palézieux-Village;2018;VD;CFF;120;140;60.0;;;;;46.5572387745, 6.82834014222;http://lod.opentransportdata.swiss/didok/8504016
PAY;Payerne;2018;VD;CFF;4500;5400;2500.0;;;;;46.8196387484, 6.93987910663;http://lod.opentransportdata.swiss/didok/8504134
PON;Pontenet;2018;BE;CFF;50;60;50.0;;;;;47.2388419265, 7.25415352503;http://lod.opentransportdata.swiss/didok/8500135
PR;Pratteln;2018;BL;SBB;8600;10100;5100.0;;;;;47.522657608, 7.69080243836;http://lod.opentransportdata.swiss/didok/8500021
PRES;Le Prese;2018;GR;RhB;170;180;150.0;;;;;46.2921598123, 10.0778616228;http://lod.opentransportdata.swiss/didok/8509364
PTC;Pont-Céard;2018;GE;CFF;2900;3500;1400.0;;;;;46.287391434, 6.16267245042;http://lod.opentransportdata.swiss/didok/8501013
RAET;Räterschen;2018;ZH;SBB;650;740;470.0;;;;;47.4986756956, 8.79499713285;http://lod.opentransportdata.swiss/didok/8506015
RCK;Rheineck;2018;SG;SBB;1700;2000;1100.0;Ohne AB.;Sans AB.;Senza AB.;Without AB.;47.4668881391, 9.59090422659;http://lod.opentransportdata.swiss/didok/8506313
RDM;Riedmatt SZ;2018;SZ;SOB;250;300;140.0;;;;;47.1967577296, 8.71201550744;http://lod.opentransportdata.swiss/didok/8503294
RE;Renan BE;2018;BE;CFF;160;190;100.0;;;;;47.1257120451, 6.92537048378;http://lod.opentransportdata.swiss/didok/8504312
REAL;Realp;2018;UR;MGB;250;240;280.0;;;;;46.5986330191, 8.5034581036;http://lod.opentransportdata.swiss/didok/8505163
RIET;Rietheim;2018;AG;SBB;210;240;140.0;;;;;47.6007474568, 8.27730806919;http://lod.opentransportdata.swiss/didok/8503410
RLG;Rümlingen;2018;BL;SBB;90;110;50.0;;;;;47.4253702718, 7.85052282001;http://lod.opentransportdata.swiss/didok/8500033
RMZ;Rämismühle-Zell;2018;ZH;SBB;550;630;380.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4415398241, 8.81911811289;http://lod.opentransportdata.swiss/didok/8506006
ROL;Rolle;2018;VD;CFF;3700;4600;1800.0;;;;;46.4627356609, 6.3364081818;http://lod.opentransportdata.swiss/didok/8501033
ROM;Romont;2018;FR;CFF;2400;2600;1800.0;Ohne TPF.;Sans TPF.;Senza TPF.;Without TPF.;46.6935017507, 6.91181476775;http://lod.opentransportdata.swiss/didok/8504023
RS;Rorschach;2018;SG;SBB;4800;5100;4300.0;Ohne AB.;Sans AB.;Senza AB.;Without AB.;47.4779984016, 9.50513168035;http://lod.opentransportdata.swiss/didok/8506311
RTR;Rothrist;2018;AG;SBB;1000;1200;470.0;;;;;47.3064476644, 7.87938648836;http://lod.opentransportdata.swiss/didok/8508103
RUEN;Rümikon AG;2018;AG;SBB;100;130;50.0;;;;;47.5653831658, 8.37365327646;http://lod.opentransportdata.swiss/didok/8503415
SAN;S. Antonino;2018;TI;FFS;530;590;390.0;;;;;46.1604416733, 8.97392431539;http://lod.opentransportdata.swiss/didok/8505415
SAT;Sattel-Aegeri;2018;SZ;SOB;300;320;260.0;;;;;47.0798546452, 8.62723255539;http://lod.opentransportdata.swiss/didok/8503281
SAX;Saxon;2018;VS;CFF;810;990;420.0;;;;;46.149376272, 7.17343442478;http://lod.opentransportdata.swiss/didok/8501502
SCAE;Schänis;2018;SG;SBB;640;720;470.0;;;;;47.1576544109, 9.04396432715;http://lod.opentransportdata.swiss/didok/8503119
SCB;Sonceboz-Sombeval;2018;BE;CFF;2400;3000;1100.0;;;;;47.1951382943, 7.16875443477;http://lod.opentransportdata.swiss/didok/8504304
SCBU;Schübelbach-Buttikon;2018;SZ;SBB;100;130;50.0;Reduzierte Betriebszeiten S27;Horaires d’exploitation du S27 réduits;Orari d’esercizio ridotti della S 27.;Reduced operating times for S27;47.1763838553, 8.93876288214;http://lod.opentransportdata.swiss/didok/8503222
SCHD;Schwanden;2018;GL;SBB;1400;1500;1100.0;Ohne Bahnbusse.;Sans bus de ligne.;Senza autobus della ferrovia.;Without rail buses.;46.9968482066, 9.07744743355;http://lod.opentransportdata.swiss/didok/8503233
SCHT;Schlatt;2018;TG;SBB;270;320;180.0;;;;;47.6795011585, 8.68749675648;http://lod.opentransportdata.swiss/didok/8503427
SCTA;Scuol-Tarasp;2018;GR;RhB;1500;1400;1600.0;;;;;46.7937752597, 10.2862148815;http://lod.opentransportdata.swiss/didok/8509268
SEG;Segnas;2018;GR;MGB;50;50;60.0;;;;;46.6910014869, 8.82981279231;http://lod.opentransportdata.swiss/didok/8505179
SGBR;St. Gallen Bruggen;2018;SG;SBB;330;380;230.0;;;;;47.4072003987, 9.32964579651;http://lod.opentransportdata.swiss/didok/8506301
